codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado
PROD020001,NOM_PROD020001,DES_PROD020001,4,2,254,4,4867,0,4305,13.06,S,241,304,A
PROD020002,NOM_PROD020002,DES_PROD020002,1,2,6,5,3022,0,2664,13.47,S,5,7,A
PROD020003,NOM_PROD020003,DES_PROD020003,4,2,378,2,3189,0,2706,17.86,S,359,453,I
PROD020004,NOM_PROD020004,DES_PROD020004,4,3,113,3,4897,0,4415,10.93,S,107,135,A
PROD020005,NOM_PROD020005,DES_PROD020005,5,2,370,1,3627,0,3245,11.8,S,351,444,I
PROD020006,NOM_PROD020006,DES_PROD020006,1,1,360,4,3949,0,3320,18.97,S,342,432,A
PROD020007,NOM_PROD020007,DES_PROD020007,4,1,115,5,4013,0,3435,16.85,S,109,138,A
PROD020008,NOM_PROD020008,DES_PROD020008,4,3,150,3,5188,0,4591,13.01,N,142,180,A
PROD020009,NOM_PROD020009,DES_PROD020009,2,2,88,5,2185,0,1985,10.09,N,83,105,A
PROD020010,NOM_PROD020010,DES_PROD020010,5,2,116,2,3392,0,3070,10.49,S,110,139,A
PROD020011,NOM_PROD020011,DES_PROD020011,4,1,124,4,4012,0,3538,13.42,N,117,148,I
PROD020012,NOM_PROD020012,DES_PROD020012,1,1,274,4,2809,0,2469,13.81,N,260,328,A
PROD020013,NOM_PROD020013,DES_PROD020013,3,1,427,4,4888,0,4277,14.3,N,405,512,I
PROD020014,NOM_PROD020014,DES_PROD020014,4,3,157,5,4881,0,4174,16.96,S,149,188,A
PROD020015,NOM_PROD020015,DES_PROD020015,3,2,479,5,5639,0,4999,12.81,N,455,574,A
PROD020016,NOM_PROD020016,DES_PROD020016,1,1,139,2,3657,0,3196,14.43,S,132,166,I
PROD020017,NOM_PROD020017,DES_PROD020017,5,3,422,1,4918,0,4318,13.9,S,400,506,A
PROD020018,NOM_PROD020018,DES_PROD020018,2,3,169,4,5822,0,4957,17.46,N,160,202,I
PROD020019,NOM_PROD020019,DES_PROD020019,2,1,167,1,3945,0,3567,10.62,N,158,200,I
PROD020020,NOM_PROD020020,DES_PROD020020,1,3,144,4,3908,0,3334,17.24,S,136,172,I
PROD020021,NOM_PROD020021,DES_PROD020021,4,3,460,1,4492,0,3813,17.82,N,437,552,A
PROD020022,NOM_PROD020022,DES_PROD020022,1,2,308,3,2820,0,2548,10.69,N,292,369,I
PROD020023,NOM_PROD020023,DES_PROD020023,2,1,174,5,3246,0,2732,18.82,S,165,208,A
PROD020024,NOM_PROD020024,DES_PROD020024,3,1,366,5,3185,0,2878,10.68,N,347,439,I
PROD020025,NOM_PROD020025,DES_PROD020025,2,1,388,1,5433,0,4718,15.16,S,368,465,A
