codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado
PROD000001,NOM_PROD000001,DES_PROD000001,3,3,361,2,4581,0,3876,18.19,N,342,433,A
PROD000002,NOM_PROD000002,DES_PROD000002,3,1,39,1,4610,0,4006,15.09,S,37,46,A
PROD000003,NOM_PROD000003,DES_PROD000003,1,2,257,1,5244,0,4410,18.92,N,244,308,A
PROD000004,NOM_PROD000004,DES_PROD000004,2,1,422,4,4164,0,3543,17.55,N,400,506,I
PROD000005,NOM_PROD000005,DES_PROD000005,1,1,219,1,5135,0,4516,13.72,S,208,262,I
PROD000006,NOM_PROD000006,DES_PROD000006,1,2,356,1,4650,0,4200,10.73,N,338,427,A
PROD000007,NOM_PROD000007,DES_PROD000007,1,2,494,3,2309,0,2071,11.51,N,469,592,A
PROD000008,NOM_PROD000008,DES_PROD000008,3,1,394,3,5193,0,4497,15.49,N,374,472,I
PROD000009,NOM_PROD000009,DES_PROD000009,5,3,398,4,5488,0,4926,11.42,N,378,477,I
PROD000010,NOM_PROD000010,DES_PROD000010,5,3,292,2,2500,0,2143,16.68,N,277,350,A
PROD000011,NOM_PROD000011,DES_PROD000011,2,1,380,4,3850,0,3361,14.56,N,361,456,I
PROD000012,NOM_PROD000012,DES_PROD000012,2,1,351,4,4706,0,4194,12.22,N,333,421,I
PROD000013,NOM_PROD000013,DES_PROD000013,2,3,361,3,4511,0,3993,12.98,S,342,433,A
PROD000014,NOM_PROD000014,DES_PROD000014,5,3,165,1,2705,0,2363,14.49,S,156,198,I
PROD000015,NOM_PROD000015,DES_PROD000015,2,3,434,4,2251,0,1952,15.32,N,412,520,A
PROD000016,NOM_PROD000016,DES_PROD000016,1,2,293,1,5443,0,4593,18.52,S,278,351,I
PROD000017,NOM_PROD000017,DES_PROD000017,2,1,156,5,5222,0,4532,15.24,N,148,187,A
PROD000018,NOM_PROD000018,DES_PROD000018,5,3,199,4,2786,0,2355,18.32,N,189,238,I
PROD000019,NOM_PROD000019,DES_PROD000019,4,2,7,2,2945,0,2459,19.78,S,6,8,I
PROD000020,NOM_PROD000020,DES_PROD000020,3,3,153,4,3891,0,3404,14.32,N,145,183,I
PROD000021,NOM_PROD000021,DES_PROD000021,3,3,367,2,3366,0,2886,16.64,N,348,440,I
PROD000022,NOM_PROD000022,DES_PROD000022,4,2,231,1,3678,0,3142,17.08,N,219,277,I
PROD000023,NOM_PROD000023,DES_PROD000023,4,3,379,1,2888,0,2551,13.22,N,360,454,A
PROD000024,NOM_PROD000024,DES_PROD000024,2,2,118,5,2704,0,2303,17.43,S,112,141,I
PROD000025,NOM_PROD000025,DES_PROD000025,4,2,263,5,3205,0,2722,17.76,N,249,315,A
PROD000026,NOM_PROD000026,DES_PROD000026,1,2,228,5,3418,0,2853,19.82,S,216,273,A
PROD000027,NOM_PROD000027,DES_PROD000027,3,3,310,1,2934,0,2644,11.0,S,294,372,A
PROD000028,NOM_PROD000028,DES_PROD000028,1,2,364,4,5446,0,4604,18.29,N,345,436,A
PROD000029,NOM_PROD000029,DES_PROD000029,1,3,83,5,5282,0,4436,19.09,N,78,99,A
PROD000030,NOM_PROD000030,DES_PROD000030,5,2,119,3,3279,0,2834,15.71,N,113,142,I
PROD000031,NOM_PROD000031,DES_PROD000031,1,1,355,5,5562,0,4873,14.14,S,337,426,A
PROD000032,NOM_PROD000032,DES_PROD000032,2,3,103,5,4812,0,4345,10.75,N,97,123,I
PROD000033,NOM_PROD000033,DES_PROD000033,5,3,125,1,3496,0,3010,16.16,N,118,150,I
PROD000034,NOM_PROD000034,DES_PROD000034,2,3,60,1,3656,0,3249,12.53,N,57,72,I
PROD000035,NOM_PROD000035,DES_PROD000035,3,2,115,2,5200,0,4386,18.56,N,109,138,I
