codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado
PROD050001,NOM_PROD050001,DES_PROD050001,1,2,22,3,4926,0,4461,10.44,N,20,26,A
PROD050002,NOM_PROD050002,DES_PROD050002,1,1,46,4,3312,0,2850,16.22,S,43,55,I
PROD050003,NOM_PROD050003,DES_PROD050003,5,2,53,4,2726,0,2381,14.52,N,50,63,I
PROD050004,NOM_PROD050004,DES_PROD050004,4,3,412,4,2344,0,2121,10.56,N,391,494,A
PROD050005,NOM_PROD050005,DES_PROD050005,4,1,8,2,5637,0,4906,14.92,S,7,9,I
PROD050006,NOM_PROD050006,DES_PROD050006,1,2,438,2,4752,0,4064,16.94,N,416,525,I
PROD050007,NOM_PROD050007,DES_PROD050007,5,2,159,4,4085,0,3445,18.6,N,151,190,I
PROD050008,NOM_PROD050008,DES_PROD050008,2,3,4,2,2455,0,2124,15.63,N,3,4,A
PROD050009,NOM_PROD050009,DES_PROD050009,1,1,473,1,4686,0,3960,18.34,S,449,567,I
PROD050010,NOM_PROD050010,DES_PROD050010,3,1,208,2,4873,0,4127,18.1,N,197,249,A
PROD050011,NOM_PROD050011,DES_PROD050011,4,3,393,5,2477,0,2164,14.49,S,373,471,I
PROD050012,NOM_PROD050012,DES_PROD050012,1,2,280,2,3639,0,3266,11.44,N,266,336,A
PROD050013,NOM_PROD050013,DES_PROD050013,2,1,31,2,5390,0,4760,13.24,S,29,37,A
PROD050014,NOM_PROD050014,DES_PROD050014,4,3,294,1,3532,0,3038,16.28,N,279,352,A
PROD050015,NOM_PROD050015,DES_PROD050015,3,1,436,4,2983,0,2635,13.21,N,414,523,I
PROD050016,NOM_PROD050016,DES_PROD050016,4,2,56,4,2842,0,2580,10.19,S,53,67,I
PROD050017,NOM_PROD050017,DES_PROD050017,1,1,249,1,2176,0,1975,10.22,N,236,298,A
PROD050018,NOM_PROD050018,DES_PROD050018,5,2,445,2,5502,0,4622,19.06,N,422,534,I
PROD050019,NOM_PROD050019,DES_PROD050019,2,2,368,4,2749,0,2415,13.86,S,349,441,A
PROD050020,NOM_PROD050020,DES_PROD050020,3,2,111,1,4029,0,3583,12.47,N,105,133,I
PROD050021,NOM_PROD050021,DES_PROD050021,5,3,222,1,5392,0,4898,10.1,S,210,266,A
PROD050022,NOM_PROD050022,DES_PROD050022,2,1,353,2,4633,0,4131,12.17,S,335,423,A
PROD050023,NOM_PROD050023,DES_PROD050023,2,1,24,2,4975,0,4386,13.45,S,22,28,A
PROD050024,NOM_PROD050024,DES_PROD050024,4,2,254,5,2553,0,2315,10.3,S,241,304,A
PROD050025,NOM_PROD050025,DES_PROD050025,2,3,7,4,2750,0,2336,17.76,S,6,8,A
PROD050026,NOM_PROD050026,DES_PROD050026,1,2,125,4,4778,0,4280,11.65,S,118,150,I
PROD050027,NOM_PROD050027,DES_PROD050027,2,3,88,1,5114,0,4435,15.32,S,83,105,I
PROD050028,NOM_PROD050028,DES_PROD050028,1,1,132,3,3192,0,2729,17.0,N,125,158,I
PROD050029,NOM_PROD050029,DES_PROD050029,4,2,282,3,5316,0,4471,18.9,S,267,338,I
PROD050030,NOM_PROD050030,DES_PROD050030,1,1,488,1,5212,0,4701,10.89,N,463,585,A
PROD050031,NOM_PROD050031,DES_PROD050031,3,1,407,4,2659,0,2414,10.17,N,386,488,A
PROD050032,NOM_PROD050032,DES_PROD050032,2,2,93,2,3678,0,3096,18.82,N,88,111,I
PROD050033,NOM_PROD050033,DES_PROD050033,4,3,147,3,2173,0,1900,14.41,S,139,176,I
PROD050034,NOM_PROD050034,DES_PROD050034,1,2,53,2,3498,0,2949,18.64,S,50,63,I
PROD050035,NOM_PROD050035,DES_PROD050035,1,2,304,5,3173,0,2856,11.11,S,288,364,I
PROD050036,NOM_PROD050036,DES_PROD050036,4,1,25,1,2614,0,2330,12.22,S,23,30,A
PROD050037,NOM_PROD050037,DES_PROD050037,1,1,462,5,4758,0,4318,10.19,S,438,554,I
PROD050038,NOM_PROD050038,DES_PROD050038,3,3,21,1,5333,0,4631,15.17,N,19,25,I
PROD050039,NOM_PROD050039,DES_PROD050039,2,2,224,3,5200,0,4670,11.35,S,212,268,A
PROD050040,NOM_PROD050040,DES_PROD050040,1,3,127,4,4901,0,4401,11.38,N,120,152,A
PROD050041,NOM_PROD050041,DES_PROD050041,3,2,390,1,2515,0,2155,16.74,S,370,468,I
PROD050042,NOM_PROD050042,DES_PROD050042,2,3,444,2,4317,0,3817,13.12,N,421,532,A
PROD050043,NOM_PROD050043,DES_PROD050043,2,1,498,5,3892,0,3509,10.93,S,473,597,A
PROD050044,NOM_PROD050044,DES_PROD050044,5,3,113,1,2789,0,2517,10.83,S,107,135,I
PROD050045,NOM_PROD050045,DES_PROD050045,1,3,235,2,3148,0,2808,12.11,N,223,282,A
PROD050046,NOM_PROD050046,DES_PROD050046,2,3,238,1,5038,0,4458,13.03,N,226,285,A
PROD050047,NOM_PROD050047,DES_PROD050047,2,2,154,3,3599,0,3109,15.78,N,146,184,A
PROD050048,NOM_PROD050048,DES_PROD050048,4,1,487,3,2974,0,2567,15.87,N,462,584,A
PROD050049,NOM_PROD050049,DES_PROD050049,4,1,227,1,3932,0,3547,10.87,S,215,272,I
PROD050050,NOM_PROD050050,DES_PROD050050,5,2,286,1,2315,0,1978,17.06,N,271,343,I
PROD050051,NOM_PROD050051,DES_PROD050051,3,1,443,3,4610,0,4118,11.96,N,420,531,I
PROD050052,NOM_PROD050052,DES_PROD050052,1,3,366,3,5809,0,4844,19.93,N,347,439,A
PROD050053,NOM_PROD050053,DES_PROD050053,5,2,172,3,3007,0,2708,11.07,N,163,206,A
PROD050054,NOM_PROD050054,DES_PROD050054,2,1,6,1,3537,0,3020,17.12,N,5,7,A
PROD050055,NOM_PROD050055,DES_PROD050055,2,2,431,3,3559,0,3039,17.13,S,409,517,A
PROD050056,NOM_PROD050056,DES_PROD050056,3,2,394,5,3886,0,3346,16.14,N,374,472,I
PROD050057,NOM_PROD050057,DES_PROD050057,3,1,435,5,5049,0,4331,16.58,N,413,522,A
PROD050058,NOM_PROD050058,DES_PROD050058,2,2,184,4,3919,0,3464,13.14,N,174,220,A
PROD050059,NOM_PROD050059,DES_PROD050059,1,1,22,3,5501,0,4839,13.69,N,20,26,I
PROD050060,NOM_PROD050060,DES_PROD050060,3,3,115,1,5902,0,4934,19.62,S,109,138,I
PROD050061,NOM_PROD050061,DES_PROD050061,3,1,26,5,2618,0,2358,11.05,N,24,31,A
PROD050062,NOM_PROD050062,DES_PROD050062,5,2,396,3,4560,0,4142,10.1,S,376,475,I
PROD050063,NOM_PROD050063,DES_PROD050063,3,1,100,3,5669,0,4753,19.29,S,95,120,A
PROD050064,NOM_PROD050064,DES_PROD050064,2,2,150,2,4991,0,4290,16.35,S,142,180,I
PROD050065,NOM_PROD050065,DES_PROD050065,1,3,474,1,3762,0,3318,13.4,S,450,568,A
PROD050066,NOM_PROD050066,DES_PROD050066,3,2,120,2,5050,0,4587,10.11,S,114,144,A
PROD050067,NOM_PROD050067,DES_PROD050067,1,1,214,2,2873,0,2450,17.3,S,203,256,A
PROD050068,NOM_PROD050068,DES_PROD050068,5,2,168,5,3075,0,2581,19.17,S,159,201,A
PROD050069,NOM_PROD050069,DES_PROD050069,4,1,80,5,4408,0,3757,17.33,S,76,96,I
PROD050070,NOM_PROD050070,DES_PROD050070,5,2,294,4,4101,0,3450,18.87,N,279,352,A
PROD050071,NOM_PROD050071,DES_PROD050071,4,1,360,3,2331,0,2050,13.73,S,342,432,A
PROD050072,NOM_PROD050072,DES_PROD050072,2,3,233,5,4053,0,3674,10.33,N,221,279,A
PROD050073,NOM_PROD050073,DES_PROD050073,5,1,403,5,2549,0,2241,13.78,S,382,483,I
PROD050074,NOM_PROD050074,DES_PROD050074,3,1,353,5,5700,0,4999,14.03,N,335,423,A
PROD050075,NOM_PROD050075,DES_PROD050075,1,1,254,3,2530,0,2168,16.72,S,241,304,I
PROD050076,NOM_PROD050076,DES_PROD050076,4,3,422,1,5211,0,4494,15.96,N,400,506,A
PROD050077,NOM_PROD050077,DES_PROD050077,3,2,13,5,2372,0,2058,15.26,S,12,15,A
PROD050078,NOM_PROD050078,DES_PROD050078,2,2,89,1,2639,0,2237,18.01,N,84,106,I
PROD050079,NOM_PROD050079,DES_PROD050079,4,3,132,4,3972,0,3526,12.65,N,125,158,I
PROD050080,NOM_PROD050080,DES_PROD050080,2,2,191,3,2454,0,2059,19.2,N,181,229,I
PROD050081,NOM_PROD050081,DES_PROD050081,5,1,382,3,2410,0,2120,13.71,N,362,458,A
PROD050082,NOM_PROD050082,DES_PROD050082,3,2,343,5,5169,0,4341,19.08,S,325,411,A
PROD050083,NOM_PROD050083,DES_PROD050083,5,2,149,5,4190,0,3601,16.37,S,141,178,I
PROD050084,NOM_PROD050084,DES_PROD050084,5,1,443,2,2656,0,2360,12.58,S,420,531,A
PROD050085,NOM_PROD050085,DES_PROD050085,1,2,369,2,5215,0,4544,14.77,N,350,442,A
PROD050086,NOM_PROD050086,DES_PROD050086,2,3,407,2,4780,0,4285,11.56,S,386,488,A
PROD050087,NOM_PROD050087,DES_PROD050087,2,1,352,1,5725,0,4917,16.45,S,334,422,I
PROD050088,NOM_PROD050088,DES_PROD050088,5,1,200,5,2934,0,2648,10.83,N,190,240,I
PROD050089,NOM_PROD050089,DES_PROD050089,3,3,447,2,2289,0,2079,10.11,N,424,536,I
PROD050090,NOM_PROD050090,DES_PROD050090,5,1,100,3,4154,0,3729,11.4,S,95,120,I
PROD050091,NOM_PROD050091,DES_PROD050091,1,1,357,5,2730,0,2414,13.1,S,339,428,A
PROD050092,NOM_PROD050092,DES_PROD050092,2,2,489,5,3565,0,3048,16.98,N,464,586,A
PROD050093,NOM_PROD050093,DES_PROD050093,2,1,263,1,2775,0,2418,14.77,S,249,315,I
PROD050094,NOM_PROD050094,DES_PROD050094,2,3,205,3,3443,0,3126,10.17,S,194,246,I
PROD050095,NOM_PROD050095,DES_PROD050095,1,2,490,2,2488,0,2119,17.46,N,465,588,I
PROD050096,NOM_PROD050096,DES_PROD050096,3,1,254,3,2532,0,2235,13.33,N,241,304,A
PROD050097,NOM_PROD050097,DES_PROD050097,4,1,367,5,2546,0,2255,12.91,N,348,440,I
PROD050098,NOM_PROD050098,DES_PROD050098,4,3,153,1,3293,0,2936,12.17,N,145,183,I
PROD050099,NOM_PROD050099,DES_PROD050099,4,2,358,4,3940,0,3291,19.73,N,340,429,A
PROD050100,NOM_PROD050100,DES_PROD050100,4,1,496,5,4416,0,3807,16.02,N,471,595,I
PROD050101,NOM_PROD050101,DES_PROD050101,5,1,434,4,4573,0,3812,19.98,S,412,520,A
PROD050102,NOM_PROD050102,DES_PROD050102,4,2,145,1,4356,0,3652,19.28,S,137,174,A
PROD050103,NOM_PROD050103,DES_PROD050103,4,2,89,1,3900,0,3348,16.51,S,84,106,A
PROD050104,NOM_PROD050104,DES_PROD050104,5,3,78,5,4174,0,3576,16.75,N,74,93,A
PROD050105,NOM_PROD050105,DES_PROD050105,4,1,349,2,2511,0,2240,12.12,N,331,418,I
PROD050106,NOM_PROD050106,DES_PROD050106,1,2,137,5,4873,0,4133,17.91,S,130,164,A
PROD050107,NOM_PROD050107,DES_PROD050107,5,2,19,5,4223,0,3743,12.83,N,18,22,A
PROD050108,NOM_PROD050108,DES_PROD050108,4,3,459,3,3833,0,3435,11.6,S,436,550,A
PROD050109,NOM_PROD050109,DES_PROD050109,2,2,130,5,2976,0,2534,17.47,S,123,156,I
PROD050110,NOM_PROD050110,DES_PROD050110,5,1,460,2,3346,0,3015,11.0,S,437,552,I
PROD050111,NOM_PROD050111,DES_PROD050111,1,3,492,5,4228,0,3756,12.57,N,467,590,A
PROD050112,NOM_PROD050112,DES_PROD050112,2,1,464,5,3894,0,3253,19.72,S,440,556,A
PROD050113,NOM_PROD050113,DES_PROD050113,2,1,99,3,2266,0,1925,17.72,N,94,118,A
PROD050114,NOM_PROD050114,DES_PROD050114,4,3,140,1,3993,0,3588,11.3,S,133,168,I
PROD050115,NOM_PROD050115,DES_PROD050115,1,1,248,4,2724,0,2293,18.8,S,235,297,A
PROD050116,NOM_PROD050116,DES_PROD050116,3,1,413,3,4621,0,4143,11.55,N,392,495,A
PROD050117,NOM_PROD050117,DES_PROD050117,4,1,332,5,5540,0,4726,17.23,S,315,398,I
PROD050118,NOM_PROD050118,DES_PROD050118,5,3,356,3,4963,0,4496,10.4,S,338,427,A
PROD050119,NOM_PROD050119,DES_PROD050119,2,1,354,5,4440,0,3702,19.94,N,336,424,I
PROD050120,NOM_PROD050120,DES_PROD050120,1,3,74,2,5364,0,4836,10.93,S,70,88,I
PROD050121,NOM_PROD050121,DES_PROD050121,3,1,241,5,3801,0,3321,14.46,N,228,289,I
PROD050122,NOM_PROD050122,DES_PROD050122,4,3,21,2,2663,0,2257,18.02,N,19,25,A
